Reino,Subreino,Rama,Grado,Serie,Phylum,Subphylum,Superclase,Clase,Superorden,Orden,Suborden,Superfamilia,Familia,Subfamilia,Género,Especie,Descripción,Subclase,Infraclase,Infraorden
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Chelicerata,,Arachnida,,Araneae,Araneomorphae,Lycosoidea,Lycosidae,,Hogna,radiata,"   Esta gran araña de unos dos centímetros y medio de tamaño, está presente en todo el sur de Europa y el norte de África, en especial en lugares secos y rocosos.     Son consumadas depredadoras, que cazan tanto al acecho como a la carrera, siempre en el suelo, con la ayuda de sus largas y potentes patas. Están provistas de aparatos inoculadores de sustancias tóxicas, con las que paralizan a sus presas antes de devorarlas.     Viven en pequeños túneles subterráneos profusamente forrados de tela de araña, que conservan un alto grado de humedad, al menos en comparación con el ambiente externo.     El cuerpo es robusto, de color pardo claro o verdoso, el prosoma luce tres bandas claras, dos laterales y una central que delimitan dos áreas oscuras que presentan líneas radiales muy evidentes. Las hembras alcanzan los 2,5 centímetros de tamaño, mientas que los machos no llegan a 1,8.     Los machos realizan un ritual de cortejo que consiste en el movimiento rítmico de las patas anteriores y de los pedipalpos, a la vez que gira sobre una pequeña zona.     Las hembras portan el saco de huevos pegado a su abdomen, y después de la eclosión, que ocurre aproximadamente al mes, llevarán sobre el abdomen a las pequeñas arañuelas, que tienen ya el aspecto de los adultos, al menos durante dos semanas.  Rev: marzo-10 ",,,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Crustacea,,Malacostraca,,Euphausiacea,,,Euphausiidae,,Meganyctiphanes,norvegica,"   Estos pequeños crustáceos constituyen el alimento de las grandes ballenas. Su cantidad es ingente, se han medido bancos de estos crustáceos con una densidad de 18 kilogramos por metro cúbico de agua.     Toda la existencia del krill transcurre en mar abierto, dejándose arrastrar por las mareas y alimentándose de organismos planctónicos.     Se distribuye por la totalidad de los mares del hemisferio norte, mientras que en el hemisferio sur es sustituido por la eufasia.  Rev: marzo-10 ",,,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Crustacea,,Malacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Majidae,Majinae,Maja,crispata,"   Este animal presenta un caparazón de forma triangular con los vértices redondeados y con fuertes púas en los costados. El rostro está formado por dos espinas divergentes. Las primeras patas están armadas de tenazas pequeñas, pero fuertes. No suele superar los seis centímetros de tamaño.     Como otros miembros de esta familia, el centollo crispado tiene una gran habilidad para el camuflaje, ya que está dotado de fuertes pelillos en su cuerpo y en sus patas, en los cuales engancha casi cualquier cosa que encuentre en el fondo, de manera que disimula su presencia.     El caparazón es de color pardo rojizo, más oscuro por la parte dorsal.     Vive sobre fondos rocosos y arenosos, preferentemente con algas o vegetación, hasta los 40 metros de profundidad. Es bastante común en nuestras costas.     Su carne resulta suculenta.  Rev: enero-06 ",,,Brachyura
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Crustacea,,Malacostraca,Eucarida,Decapoda,Pleocyemata,Gnatophylloidea,Gnatophyllidae,,Hymenocera,picta,"           El langostino payaso es un colorido habitante de los       arrecifes de coral que se alimenta       de estrellas de mar.                 Para capturar a sus presas es frecuente que se reúnan por parejas.       Procediendo con orden, los dos langostinos empiezan a roer uno de los       brazos de la víctima, hasta que lo desprenden. Entonces se lo comen,       mientras la estrella huye con lo que queda de su maltrecho cuerpo.      ",,,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Crustacea,,Malacostraca,Eucarida,Decapoda,Pleocyemata,Palinuroidea,Palinuridae,,Palinurus,vulgaris,"           La langosta se caracteriza por la ausencia de pinzas, la extraordinaria       longitud de sus antenas y su cola en abanico. Es un animal       carroñero.                 La langosta europea realiza un curioso tipo de emigración       vertical: en invierno se localiza entre los 170 y los 200 metros de       profundidad, mientras que al llegar la primavera, asciende hasta los       60 u 80 metros.      ",,,Palinura
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Crustacea,,Malacostraca,Eucarida,Decapoda,Pleocyemata,Gnatophylloidea,Gnatophyllidae,,Gnatophyllum,elegans,           El precioso caparazón bellamente moteado de este camarón       (que le ha valido el nombre de “gambita elegante”) hace de       él una de las presas más deseadas por los fotógrafos       submarinos.                 Es un habitante habitual de las costas mediterráneas.      ,,,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Crustacea,,Malacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Alpheidae,,Alpheus,macrocheles,"           El camarón pistola, de dos o tres centímetros de longitud,       posee unas grandes pinzas muy desproporcionadas para el tamaño de       su cuerpo. Al cerrarlas violentamente, las pinzas lanzan un chorro de agua       contra la futura presa, que queda aturdida y así el camarón       puede atraparla.      ",,,Caridea
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Crustacea,,Malacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Hippolytidae,,Lysmata,grabhami,"   Se trata de una especie dedicada a limpiar a los peces de los arrecifes de coral de sus molestos parásitos, ayudándose de las pequeñas pinzas con que está armado su primer par de patas.     Alcanza los 7 centímetros de longitud, sin contar las larguísimas antenas; el cuerpo está ligeramente comprimido lateralmente, y tiene el rostro bien desarrollado, con dientes en sus dos bordes. El cuerpo es de color amarillento anaranjado por la parte inferior, el dorso presenta dos bandas de color rojo fuego, que delimitan una banda de color blanco iridiscente. El primer par de patas y los dos pares de antenas, larguísimas y muy sensibles, son blancos.     Las gambas limpiadoras son hermafroditas, y suele darse el hecho de que son primeramente machos y después se transforman en hembras.     Es posible encontrarla en casi todas las aguas tropicales y subtropicales del planeta. Normalmente habita en cuevas y grietas en fondos rocosos del límite inferior de las algas fotófilas, entre los 5 y los 30 metros de profundidad. En muchas ocasiones se encuentra asociada a la anémona gigante.  Rev: febrero-08 ",,,Caridea
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Crustacea,,Malacostraca,Eucarida,Decapoda,Pleocyemata,Palaemonoidea,Palaemonidae,,Periclimenes,scriptus,"           Este pequeño crustáceo de caparazón y cuerpo       casi completamente transparentes, es un habitante común de las       costas mediterráneas.                 Suele vivir en asociación con la       anémona de mar dorada,       entre cuyos urticantes tentáculos encuentra la necesaria       protección para su frágil existencia.      ",,,Caridea
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Crustacea,,Malacostraca,Eucarida,Decapoda,Pleocyemata,Palaemonoidea,Palaemonidae,,Palaemon,serratus,"   El cuerpo de este animal es casi transparente, con bandas oscuras en el abdomen, que es bastante largo y comprimido lateralmente. Tiene la cabeza muy triangular y está armado con dos pares de pinzas.     Los quisquillones, como otros muchos camarones, excavan madrigueras en la arena o el limo de los bordes litorales, ayudándose con la cola a modo de pala para retirar la arena.     Tienen hábitos nocturnos, y se alimentan de todo tipo de detritus animales o vegetales, incluyendo los parásitos dérmicos de algunos grandes peces. A veces muestran canibalismo con individuos de menor talla.     Las hembras depositan entre 300 000 y 1 500 000 huevos. Las larvas, pequeñísimas, forman parte del plancton marino.     Habitan en aguas tranquilas poco profundas de gran parte del Atlántico norte, incluyendo el mar Mediterráneo.     Es muy codiciado por la exquisitez de su carne.  Rev: mayo-06 ",,,Caridea
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Crustacea,,Malacostraca,Eucarida,Decapoda,Pleocyemata,,Stenopodidae,,Stenopus,hispidus,"   El camarón barbero bandeado presenta el cuerpo y las patas marcados con bandas blancas y marrón rojizas que ocasionalmente aparecen bordeadas de púrpura. La base de los quelípedos es azul. Presenta tres pares de largas antenas blancas. Las hembras alcanzan los 8 centímetros de longitud y los machos se quedan en 5. Realiza una muda completa cada 3 o 4 semanas.     Es una especie ""limpiadora"" de otros animales. Obtiene su alimento de las adherencias que se fijan a los peces, y libra a éstos de las penosas molestias que les causan. Se trata por tanto de una verdadera simbiosis.     Vive en parejas monógamas y se muestran agresivos con miembros de su propia especie. El ritual de cortejo es muy visual. La hembra guarda el esperma en un receptáculo que le permite utilizarlo para fertilizar futuras puestas. Las hembras portan los huevos bajo el abdomen.     Se encuentra en los huecos del coral, en rocas, cuevas y bajo repisas, hasta los 200 metros de profundidad.     Se distribuye por mares tropicales del Atlántico occidental desde el Golfo de México hasta Brasil y del Indo-Pacífico, desde el este de África hasta Australia y Hawái.  Rev: diciembre-21 ",,,Stenopodidea
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Crustacea,,Malacostraca,Eucarida,Decapoda,Pleocyemata,Nephropoidea,Nephropidae,,Homarus,americanus,"   El bogavante americano es un crustáceo de gran talla, que puede alcanzar los 60 centímetros de longitud y los 5 kilogramos de peso. El crecimiento requiere de varias mudas, en las que pierde el caparazón para desarrollar luego uno de mayor talla. Las mudas son más habituales durante la juventud, luego se van espaciando. El cuerpo y las pinzas son de color rojizo mientras que las patas son verdosas. A veces muestran coloraciones aberrantes. Presenta un par de pinzas desiguales, la más larga está dotada de nódulos redondeados que le sirven para triturar, mientras que la otra tiene los bordes internos afilados y sirve para corta la presa.     El apareamiento solo ocurre poco después de que la hembra ha mudado y su exoesqueleto aún está suave.â Libera una feromona que hace que los machos se vuelvan menos agresivos y comiencen el cortejo con un baile con las quelas cerradas. Finalmente, el macho inserta paquetes de esperma en el receptÃ¡culo seminal de la hembra, que puede retenerlos hasta 15 meses. Los huevos fecundados se pegan a la patas de la hembra usando un adhesivo. Los huevos son pequeños y verdes, de alrededor de 1 milímetro de diámetro. El nÃºmero de huevos puede variar desde diez a más de mil, pero la tasa de supervivencia es muy baja.     Las larvas viven en el plancton. Poseen grandes ojos y son parcialmente transparentes. Después de la tercera muda sufren metamorfosis y ya se parecen a los adultos, por lo que se van al fondo y comienzan su vida bentónica.     El bogavante americano vive en los fondos marinos cubiertos de algas. Habita a lo largo de la costa del Atlántico en Norteamérica, desde Labrador en el norte hasta Cabo Hatteras, Carolina del Norte, en el sur.  Rev: abril-20 ",,,Astacidea
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Crustacea,,Malacostraca,Eucarida,Decapoda,Pleocyemata,Grapsoidea,Grapsidae,,Pachygrapsus,marmoratus,"   El cangrejo negro corredor tiene un caparazón casi cuadrado,  algo más  ancho que largo, con el borde anterior recto, y de 3 o 4 centímetros de tamaño. Las patas defensivas son mayores que las que utiliza para caminar, y son más robustas en los machos. Su coloración es muy variable, del verde al negruzco, con manchas jaspeadas que son transversales en la región anterior y oblicuas en la posterior. La zona ventral es más clara y de color rosáceo.      Es un animal veloz que vive cerca de la superficie, normalmente a menos de tres metros de profundidad, en rocas batidas por las olas, en escolleras y malecones, y que, a menudo, se halla fuera del agua, ya que puede resistir muy bien la desecación.       Es un animal omnívoro, que tampoco desdeña la carroña.     Se distribuye en el Atlántico Norte, desde el Golfo de Vizcaya hasta Marruecos y Canarias, y en todo el Mediterráneo.  Rev: mayo-06 ",,,Brachyura
